time,amplitude
1551435985.365,1542
1551435985.4150002,1533
1551435985.4650002,1590
1551435985.515,1490
1551435985.565,1498
1551435985.615,1566
1551435985.6650002,1562
1551435985.7150002,1588
1551435985.765,1547
1551435985.815,1572
1551435985.865,1555
1551435985.9150002,1486
1551435985.9650002,1550
1551435986.015,1544
1551435986.065,1596
1551435986.115,1606
1551435986.1650002,1504
1551435986.2150002,1563
1551435986.265,1547
1551435986.315,1538
1551435986.365,1585
1551435986.4150002,1536
1551435986.4650002,1571
1551435986.515,1536
1551435986.565,1514
1551435986.615,1588
1551435986.6650002,1523
1551435986.7150002,1534
1551435986.765,1594
1551435986.815,1527
1551435986.865,1575
1551435986.9150002,1611
1551435986.9650002,1541
1551435987.015,1560
1551435987.065,1522
1551435987.115,1510
1551435987.1650002,1571
1551435987.2150002,1551
1551435987.265,1551
1551435987.315,1548
1551435987.365,1546
1551435987.4150002,1554
1551435987.4650002,1551
1551435987.515,1546
1551435987.565,1535
1551435987.615,1588
1551435987.6650002,1601
1551435987.7150002,1565
1551435987.765,1584
1551435987.815,1582
1551435987.865,1531
1551435987.9150002,1540
1551435987.9650002,1573
1551435988.015,1609
1551435988.065,1636
1551435988.115,1573
1551435988.1650002,1573
1551435988.2150002,1563
1551435988.265,1556
1551435988.315,1629
1551435988.365,1539
1551435988.4150002,1509
1551435988.4650002,1576
1551435988.515,1580
1551435988.565,1626
1551435988.615,1595
1551435988.6650002,1567
1551435988.7150002,1580
1551435988.765,1567
1551435988.815,1579
1551435988.865,1547
1551435988.9150002,1586
1551435988.9650002,1611
1551435989.015,1549
1551435989.065,1586
1551435989.115,1575
1551435989.1650002,1543
1551435989.2150002,1580
1551435989.265,1583
1551435989.315,1579
1551435989.365,1573
1551435989.4150002,1554
1551435989.4650002,1507
1551435989.515,1546
1551435989.565,1624
1551435989.615,1568
1551435989.6650002,1523
1551435989.7150002,1568
1551435989.765,1579
1551435989.815,1556
1551435989.865,1581
1551435989.9150002,1589
1551435989.9650002,1578
1551435990.015,1562
1551435990.065,1546
1551435990.115,1572
1551435990.1650002,1540
1551435990.2150002,1546
1551435990.265,1580
1551435990.315,1534
1551435990.365,1559
1551435990.4150002,1587
1551435990.4650002,1561
1551435990.515,1583
1551435990.565,1581
1551435990.615,1535
1551435990.6650002,1552
1551435990.7150002,1575
1551435990.765,1554
1551435990.815,1584
1551435990.865,1606
1551435990.9150002,1557
1551435990.9650002,1545
1551435991.015,1554
1551435991.065,1549
1551435991.115,1569
1551435991.1650002,1551
1551435991.2150002,1515
1551435991.265,1538
1551435991.315,1575
1551435991.365,1575
1551435991.4150002,1573
1551435991.4650002,1546
1551435991.515,1564
1551435991.565,1619
1551435991.615,1537
1551435991.6650002,1517
1551435991.7150002,1556
1551435991.765,1511
1551435991.815,1541
1551435991.865,1556
1551435991.9150002,1524
1551435991.9650002,1561
1551435992.015,1572
1551435992.065,1558
1551435992.115,1586
1551435992.1650002,1547
1551435992.2150002,1506
1551435992.265,1547
1551435992.315,1518
1551435992.365,1530
1551435992.4150002,1560
1551435992.4650002,1504
1551435992.515,1548
1551435992.565,1566
1551435992.615,1518
1551435992.6650002,1535
1551435992.7150002,1529
1551435992.765,1527
1551435992.815,1532
1551435992.865,1510
1551435992.9150002,1505
1551435992.9650002,1519
1551435993.015,1551
1551435993.065,1558
1551435993.115,1546
1551435993.1650002,1515
1551435993.2150002,1468
1551435993.265,1460
1551435993.315,1461
1551435993.365,1500
1551435993.4150002,1550
1551435993.4650002,1550
1551435993.515,1545
1551435993.565,1494
1551435993.615,1486
1551435993.6650002,1493
1551435993.7150002,1422
1551435993.765,1510
1551435993.815,1602
1551435993.865,1526
1551435993.9150002,1524
1551435993.9650002,1513
1551435994.015,1453
1551435994.065,1468
1551435994.115,1528
1551435994.1650002,1544
1551435994.2150002,1487
1551435994.265,1499
1551435994.315,1514
1551435994.365,1452
1551435994.4150002,1429
1551435994.4650002,1453
1551435994.515,1444
1551435994.565,1440
1551435994.615,1511
1551435994.6650002,1534
1551435994.7150002,1510
1551435994.765,1486
1551435994.815,1443
1551435994.865,1444
1551435994.9150002,1435
1551435994.9650002,1467
1551435995.015,1517
1551435995.065,1471
1551435995.115,1467
1551435995.1650002,1474
1551435995.2150002,1442
1551435995.265,1431
1551435995.315,1426
1551435995.365,1471
1551435995.4150002,1474
1551435995.4650002,1488
1551435995.515,1499
1551435995.565,1422
1551435995.615,1452
1551435995.6650002,1426
1551435995.7150002,1388
1551435995.765,1483
1551435995.815,1452
1551435995.865,1429
1551435995.9150002,1475
1551435995.9650002,1469
1551435996.015,1435
1551435996.065,1416
1551435996.115,1450
1551435996.1650002,1404
1551435996.2150002,1410
1551435996.265,1445
1551435996.315,1418
1551435996.365,1454
1551435996.4150002,1395
1551435996.4650002,1394
1551435996.515,1463
1551435996.565,1434
1551435996.615,1415
1551435996.6650002,1413
1551435996.7150002,1442
1551435996.765,1424
1551435996.815,1389
1551435996.865,1407
1551435996.9150002,1418
1551435996.9650002,1416
1551435997.015,1399
1551435997.065,1386
1551435997.115,1422
1551435997.1650002,1409
1551435997.2150002,1370
1551435997.265,1464
1551435997.315,1443
1551435997.365,1391
1551435997.4150002,1404
1551435997.4650002,1366
1551435997.515,1425
1551435997.565,1369
1551435997.615,1345
1551435997.6650002,1435
1551435997.7150002,1409
1551435997.765,1431
1551435997.815,1424
1551435997.865,1377
1551435997.9150002,1383
1551435997.9650002,1389
1551435998.015,1377
1551435998.065,1406
1551435998.115,1432
1551435998.1650002,1367
1551435998.2150002,1396
1551435998.265,1417
1551435998.315,1334
1551435998.365,1353
1551435998.4150002,1390
1551435998.4650002,1378
1551435998.515,1415
1551435998.565,1438
1551435998.615,1432
1551435998.6650002,1398
1551435998.7150002,1318
1551435998.765,1334
1551435998.815,1360
1551435998.865,1369
1551435998.9150002,1428
1551435998.9650002,1420
1551435999.015,1413
1551435999.065,1397
1551435999.115,1396
1551435999.1650002,1378
1551435999.2150002,1324
1551435999.265,1396
1551435999.315,1382
1551435999.365,1343
1551435999.4150002,1375
1551435999.4650002,1355
1551435999.515,1393
1551435999.565,1387
1551435999.615,1388
1551435999.6650002,1414
1551435999.7150002,1367
1551435999.765,1402
1551435999.815,1369
1551435999.865,1313
1551435999.9150002,1373
1551435999.9650002,1358
1551436000.015,1367
1551436000.065,1411
1551436000.115,1413
1551436000.1650002,1423
1551436000.2150002,1411
1551436000.265,1424
1551436000.315,1398
1551436000.365,1357
1551436000.4150002,1354
1551436000.4650002,1364
1551436000.515,1438
1551436000.565,1444
1551436000.615,1403
1551436000.6650002,1407
1551436000.7150002,1394
1551436000.765,1381
1551436000.815,1389
1551436000.865,1414
1551436000.9150002,1413
1551436000.9650002,1443
1551436001.015,1439
1551436001.065,1362
1551436001.115,1408
1551436001.1650002,1458
1551436001.2150002,1388
1551436001.265,1325
1551436001.315,1363
1551436001.365,1429
1551436001.4150002,1428
1551436001.4650002,1469
1551436001.515,1488
1551436001.565,1443
1551436001.615,1428
1551436001.6650002,1409
1551436001.7150002,1410
1551436001.765,1430
1551436001.815,1430
1551436001.865,1428
1551436001.9150002,1438
1551436001.9650002,1458
1551436002.015,1445
1551436002.065,1443
1551436002.115,1472
1551436002.1650002,1442
1551436002.2150002,1451
1551436002.265,1524
1551436002.315,1512
1551436002.365,1455
1551436002.4150002,1439
1551436002.4650002,1431
1551436002.515,1392
1551436002.565,1384
1551436002.615,1452
1551436002.6650002,1524
1551436002.7150002,1515
1551436002.765,1450
1551436002.815,1425
1551436002.865,1431
1551436002.9150002,1426
1551436002.9650002,1488
1551436003.015,1522
1551436003.065,1431
1551436003.115,1462
1551436003.1650002,1488
1551436003.2150002,1417
1551436003.265,1449
1551436003.315,1415
1551436003.365,1427
1551436003.4150002,1499
1551436003.4650002,1481
1551436003.515,1548
1551436003.565,1505
1551436003.615,1416
1551436003.6650002,1512
1551436003.7150002,1489
1551436003.765,1447
1551436003.815,1527
1551436003.865,1477
1551436003.9150002,1458
1551436003.9650002,1519
1551436004.015,1498
1551436004.065,1508
1551436004.115,1510
1551436004.1650002,1494
1551436004.2150002,1474
1551436004.265,1421
1551436004.315,1445
1551436004.365,1484
1551436004.4150002,1464
1551436004.4650002,1447
1551436004.515,1489
1551436004.565,1554
1551436004.615,1506
1551436004.6650002,1444
1551436004.7150002,1464
1551436004.765,1489
1551436004.815,1515
1551436004.865,1451
1551436004.9150002,1453
1551436004.9650002,1500
1551436005.015,1436
1551436005.065,1521
1551436005.115,1518
1551436005.1650002,1435
1551436005.2150002,1516
1551436005.265,1439
1551436005.315,1431
1551436005.365,1483
1551436005.4150002,1387
1551436005.4650002,1444
1551436005.515,1501
1551436005.565,1509
1551436005.615,1540
1551436005.6650002,1496
1551436005.7150002,1471
1551436005.765,1473
1551436005.815,1524
1551436005.865,1506
1551436005.9150002,1459
1551436005.9650002,1493
1551436006.015,1463
1551436006.065,1484
1551436006.115,1486
1551436006.1650002,1449
1551436006.2150002,1504
1551436006.265,1523
1551436006.315,1490
1551436006.365,1424
1551436006.4150002,1464
1551436006.4650002,1508
1551436006.515,1451
1551436006.565,1452
1551436006.615,1423
1551436006.6650002,1458
1551436006.7150002,1509
1551436006.765,1442
1551436006.815,1456
1551436006.865,1500
1551436006.9150002,1443
1551436006.9650002,1406
1551436007.015,1457
1551436007.065,1448
1551436007.115,1446
1551436007.1650002,1458
1551436007.2150002,1399
1551436007.265,1428
1551436007.315,1420
1551436007.365,1367
1551436007.4150002,1449
1551436007.4650002,1476
1551436007.515,1446
1551436007.565,1497
1551436007.615,1466
1551436007.6650002,1412
1551436007.7150002,1450
1551436007.765,1411
1551436007.815,1364
1551436007.865,1417
1551436007.9150002,1457
1551436007.9650002,1409
1551436008.015,1388
1551436008.065,1442
1551436008.115,1428
1551436008.1650002,1430
1551436008.2150002,1418
1551436008.265,1332
1551436008.315,1370
1551436008.365,1430
1551436008.4150002,1425
1551436008.4650002,1387
1551436008.515,1357
1551436008.565,1390
1551436008.615,1413
1551436008.6650002,1429
1551436008.7150002,1399
1551436008.765,1417
1551436008.815,1422
1551436008.865,1374
1551436008.9150002,1425
1551436008.9650002,1363
1551436009.015,1349
1551436009.065,1421
1551436009.115,1380
1551436009.1650002,1413
1551436009.2150002,1435
1551436009.265,1381
1551436009.315,1343
1551436009.365,1372
1551436009.4150002,1383
1551436009.4650002,1372
1551436009.515,1409
1551436009.565,1378
1551436009.615,1376
1551436009.6650002,1352
1551436009.7150002,1346
1551436009.765,1401
1551436009.815,1371
1551436009.865,1399
1551436009.9150002,1392
1551436009.9650002,1366
1551436010.015,1373
1551436010.065,1360
1551436010.115,1408
1551436010.1650002,1362
1551436010.2150002,1327
1551436010.265,1387
1551436010.315,1387
1551436010.365,1342
1551436010.4150002,1368
1551436010.4650002,1427
1551436010.515,1387
1551436010.565,1390
1551436010.615,1420
1551436010.6650002,1372
1551436010.7150002,1342
1551436010.765,1380
1551436010.815,1399
1551436010.865,1398
1551436010.9150002,1417
1551436010.9650002,1362
1551436011.015,1369
1551436011.065,1369
1551436011.115,1395
1551436011.1650002,1477
1551436011.2150002,1392
1551436011.265,1382
1551436011.315,1354
1551436011.365,1355
1551436011.4150002,1476
1551436011.4650002,1413
1551436011.515,1380
1551436011.565,1372
1551436011.615,1325
1551436011.6650002,1381
1551436011.7150002,1426
1551436011.765,1392
1551436011.815,1360
1551436011.865,1364
1551436011.9150002,1387
1551436011.9650002,1435
1551436012.015,1432
1551436012.065,1405
1551436012.115,1402
1551436012.1650002,1369
1551436012.2150002,1368
1551436012.265,1432
1551436012.315,1394
1551436012.365,1360
1551436012.4150002,1439
1551436012.4650002,1410
1551436012.515,1383
1551436012.565,1417
1551436012.615,1397
1551436012.6650002,1393
1551436012.7150002,1454
1551436012.765,1467
1551436012.815,1332
1551436012.865,1344
1551436012.9150002,1412
1551436012.9650002,1342
1551436013.015,1384
1551436013.065,1423
1551436013.115,1421
1551436013.1650002,1472
1551436013.2150002,1476
1551436013.265,1451
1551436013.315,1382
1551436013.365,1327
1551436013.4150002,1378
1551436013.4650002,1442
1551436013.515,1447
1551436013.565,1412
1551436013.615,1391
1551436013.6650002,1389
1551436013.7150002,1330
1551436013.765,1291
1551436013.815,1407
1551436013.865,1513
1551436013.9150002,1495
1551436013.9650002,1511
1551436014.015,1477
1551436014.065,1376
1551436014.115,1370
1551436014.1650002,1326
1551436014.2150002,1355
1551436014.265,1494
1551436014.315,1512
1551436014.365,1473
1551436014.4150002,1437
1551436014.4650002,1447
1551436014.515,1479
1551436014.565,1471
1551436014.615,1384
1551436014.6650002,1329
1551436014.7150002,1393
1551436014.765,1397
1551436014.815,1444
1551436014.865,1464
1551436014.9150002,1388
1551436014.9650002,1420
1551436015.015,1399
1551436015.065,1389
1551436015.115,1479
1551436015.1650002,1437
1551436015.2150002,1411
1551436015.265,1478
1551436015.315,1447
1551436015.365,1397
1551436015.4150002,1362
1551436015.4650002,1337
1551436015.515,1387
1551436015.565,1396
1551436015.615,1414
1551436015.6650002,1419
1551436015.7150002,1323
1551436015.765,1380
1551436015.815,1418
1551436015.865,1363
1551436015.9150002,1413
1551436015.9650002,1307
1551436016.015,1267
1551436016.065,1384
1551436016.115,1352
1551436016.1650002,1379
1551436016.2150002,1461
1551436016.265,1420
1551436016.315,1369
1551436016.365,1375
1551436016.4150002,1354
1551436016.4650002,1358
1551436016.515,1379
1551436016.565,1352
1551436016.615,1413
1551436016.6650002,1424
1551436016.7150002,1314
1551436016.765,1319
1551436016.815,1381
1551436016.865,1353
1551436016.9150002,1345
1551436016.9650002,1406
1551436017.015,1346
1551436017.065,1352
1551436017.115,1503
1551436017.1650002,1421
1551436017.2150002,1318
1551436017.265,1358
1551436017.315,1313
1551436017.365,1330
1551436017.4150002,1396
1551436017.4650002,1389
1551436017.515,1385
1551436017.565,1373
1551436017.615,1378
1551436017.6650002,1416
1551436017.7150002,1411
1551436017.765,1384
1551436017.815,1395
1551436017.865,1371
1551436017.9150002,1323
1551436017.9650002,1310
1551436018.015,1340
1551436018.065,1381
1551436018.115,1387
1551436018.1650002,1394
1551436018.2150002,1360
1551436018.265,1335
1551436018.315,1336
1551436018.365,1303
1551436018.4150002,1328
1551436018.4650002,1366
1551436018.515,1344
1551436018.565,1343
1551436018.615,1363
1551436018.6650002,1333
1551436018.7150002,1333
1551436018.765,1365
1551436018.815,1365
1551436018.865,1400
1551436018.9150002,1409
1551436018.9650002,1396
1551436019.015,1383
1551436019.065,1317
1551436019.115,1323
1551436019.1650002,1350
1551436019.2150002,1346
1551436019.265,1366
1551436019.315,1350
1551436019.365,1373
1551436019.4150002,1423
1551436019.4650002,1392
1551436019.515,1295
1551436019.565,1277
1551436019.615,1358
1551436019.6650002,1371
1551436019.7150002,1417
1551436019.765,1445
1551436019.815,1395
1551436019.865,1415
1551436019.9150002,1372
1551436019.9650002,1382
1551436020.015,1425
1551436020.065,1348
1551436020.115,1372
1551436020.1650002,1377
1551436020.2150002,1383
1551436020.265,1375
1551436020.315,1304
1551436020.365,1431
1551436020.4150002,1437
1551436020.4650002,1326
1551436020.515,1401
1551436020.565,1404
1551436020.615,1379
1551436020.6650002,1400
1551436020.7150002,1349
1551436020.765,1376
1551436020.815,1419
1551436020.865,1388
1551436020.9150002,1424
1551436020.9650002,1453
1551436021.015,1414
1551436021.065,1380
1551436021.115,1399
1551436021.1650002,1409
1551436021.2150002,1380
1551436021.265,1400
1551436021.315,1386
1551436021.365,1341
1551436021.4150002,1360
1551436021.4650002,1406
1551436021.515,1383
1551436021.565,1362
1551436021.615,1448
1551436021.6650002,1438
1551436021.7150002,1400
1551436021.765,1401
1551436021.815,1372
1551436021.865,1419
1551436021.9150002,1394
1551436021.9650002,1382
1551436022.015,1486
1551436022.065,1444
1551436022.115,1391
1551436022.1650002,1404
1551436022.2150002,1340
1551436022.265,1384
1551436022.315,1454
1551436022.365,1410
1551436022.4150002,1408
1551436022.4650002,1406
1551436022.515,1399
1551436022.565,1414
1551436022.615,1393
1551436022.6650002,1407
1551436022.7150002,1468
1551436022.765,1473
1551436022.815,1435
1551436022.865,1481
1551436022.9150002,1484
1551436022.9650002,1413
1551436023.015,1467
1551436023.065,1489
1551436023.115,1444
1551436023.1650002,1417
1551436023.2150002,1393
1551436023.265,1463
1551436023.315,1493
1551436023.365,1475
1551436023.4150002,1476
1551436023.4650002,1418
1551436023.515,1432
1551436023.565,1491
1551436023.615,1469
1551436023.6650002,1415
1551436023.7150002,1395
1551436023.765,1467
1551436023.815,1517
1551436023.865,1500
1551436023.9150002,1503
1551436023.9650002,1453
